ID,Income,Kids,Teens,Age,Divorced,Married,Single,Together,Widow,Basic,Graduate,Master,PhD,State,Marital Status ,Consolidated Educational Level,
1095,165846,0,0,75,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
2518,165819,0,0,42,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
2984,165814,0,1,54,0,0,0,1,0,0,0,0,1,State-New York,Together,PhD,
1391,165808,1,1,49,1,0,0,0,0,0,0,0,1,State-California,Divorced,PhD,
1666,165777,0,0,53,0,0,0,1,0,0,1,0,0,State-Other,Together,Graduate,
2192,165748,0,1,65,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
1141,165747,0,1,51,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2819,165735,1,1,55,0,0,0,1,0,0,0,1,0,State-California,Together,Master,
3139,165706,0,0,50,1,0,0,0,0,0,0,0,0,State-Illinois,Divorced,Unknown,
2397,165704,0,0,48,0,0,1,0,0,0,0,0,0,State-Texas,Single,Unknown,
2290,165695,0,1,60,0,1,0,0,0,0,0,0,1,State-Other,Married,PhD,
1799,165685,0,1,48,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
2377,165685,0,1,48,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
1490,165665,0,1,44,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
1270,165640,0,1,46,0,0,0,1,0,0,0,0,1,State-Other,Together,PhD,
1987,165569,0,1,67,0,1,0,0,0,0,0,1,0,State-Illinois,Married,Master,
2045,165526,0,1,56,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
2585,165526,0,1,56,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
2471,165492,0,0,61,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
1614,165488,0,0,62,0,0,0,1,0,0,0,0,1,State-Florida,Together,PhD,
3102,165487,0,0,63,0,0,1,0,0,0,0,1,0,State-Florida,Single,Master,
3156,165487,0,0,63,0,0,0,1,0,0,0,1,0,State-Florida,Together,Master,
1047,165486,0,1,63,0,0,0,0,1,0,1,0,0,State-Texas,Widowed,Graduate,
2089,165463,1,0,46,0,1,0,0,0,0,0,0,0,State-Illinois,Married,Unknown,
2754,165370,0,0,36,0,1,0,0,0,0,0,0,0,State-Florida,Married,Unknown,
1966,165352,0,1,46,0,1,0,0,0,0,0,0,1,State-Other,Married,PhD,
3112,165333,0,1,47,0,0,1,0,0,0,1,0,0,State-Other,Single,Graduate,
1023,165324,0,1,66,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
1832,165324,0,1,66,0,1,0,0,0,0,0,0,1,State-New York,Married,PhD,
1517,165316,1,1,58,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
3022,165308,0,0,47,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
1661,165295,0,0,40,0,0,1,0,0,0,0,0,1,State-California,Single,PhD,
1483,165275,0,0,76,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
3097,165220,0,0,55,0,0,0,1,0,0,0,0,1,State-Illinois,Together,PhD,
3142,165210,0,1,65,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
2042,165196,0,2,62,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
1236,165176,0,1,51,0,0,0,1,0,0,0,1,0,State-Florida,Together,Master,
2288,165169,0,0,38,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2450,165148,0,1,62,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2230,165106,0,1,45,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
1131,165104,0,1,44,0,0,0,1,0,0,0,1,0,State-Texas,Together,Master,
1470,165104,0,1,44,0,0,0,1,0,0,0,1,0,State-Florida,Together,Master,
3216,165090,0,1,53,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
1342,165073,0,0,77,0,1,0,0,0,0,0,1,0,State-Other,Married,Master,
1067,165031,0,1,61,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
1228,164961,0,1,62,0,0,0,1,0,0,1,0,0,State-Other,Together,Graduate,
1913,164950,0,1,69,0,0,1,0,0,0,0,0,1,State-California,Single,PhD,
2637,164892,0,1,44,1,0,0,0,0,0,1,0,0,State-Texas,Divorced,Graduate,
2436,164866,0,1,70,0,0,0,0,1,0,0,1,0,State-Florida,Widowed,Master,
2291,164857,0,0,64,0,0,1,0,0,0,0,1,0,State-California,Single,Master,
2452,164857,0,0,64,0,0,1,0,0,0,0,1,0,State-Other,Single,Master,
2903,164849,0,0,63,0,0,1,0,0,0,1,0,0,State-California,Single,Graduate,
1921,164831,1,1,68,0,0,1,0,0,0,0,0,0,State-Illinois,Single,Unknown,
2683,164813,1,0,42,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
1305,164795,0,1,49,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
2216,164722,1,0,49,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
3048,164713,1,0,50,1,0,0,0,0,0,1,0,0,State-Florida,Divorced,Graduate,
2757,164590,0,0,52,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
1975,164587,1,1,66,1,0,0,0,0,0,1,0,0,State-Illinois,Divorced,Graduate,
2588,164509,0,0,30,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
2003,164504,1,2,67,0,0,0,1,0,0,0,0,1,State-California,Together,PhD,
1197,164497,0,1,66,1,0,0,0,0,0,1,0,0,State-Texas,Divorced,Graduate,
2941,164474,0,1,48,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
1974,164449,1,0,31,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
1557,164413,0,1,50,0,0,0,1,0,0,0,0,1,State-Texas,Together,PhD,
1487,164355,1,0,35,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
1308,164325,0,1,59,1,0,0,0,0,0,0,0,1,State-Florida,Divorced,PhD,
2828,164260,0,0,59,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
2252,164191,0,1,57,0,0,1,0,0,0,0,1,0,State-New York,Single,Master,
2048,164176,0,1,55,1,0,0,0,0,0,0,0,0,State-New York,Divorced,Unknown,
2617,164140,0,2,56,1,0,0,0,0,0,0,0,1,State-Illinois,Divorced,PhD,
1721,164108,0,1,67,0,0,1,0,0,0,0,0,1,State-California,Single,PhD,
1295,164100,0,1,56,0,1,0,0,0,0,0,1,0,State-California,Married,Master,
1877,164090,0,1,64,0,0,0,1,0,0,1,0,0,State-California,Together,Graduate,
2463,164014,2,1,74,0,0,0,1,0,0,0,0,1,State-Texas,Together,PhD,
3202,164014,2,1,74,0,0,0,1,0,0,0,0,1,State-Other,Together,PhD,
2110,163998,0,0,68,1,0,0,0,0,0,0,0,0,State-Other,Divorced,Unknown,
3215,163979,1,0,46,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
2542,163972,0,1,56,0,0,1,0,0,0,0,1,0,State-Other,Single,Master,
2798,163967,0,1,52,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2528,163943,0,1,64,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2371,163915,0,2,64,0,1,0,0,0,0,0,1,0,State-Illinois,Married,Master,
1212,163887,0,1,58,1,0,0,0,0,0,1,0,0,State-Florida,Divorced,Graduate,
1736,163855,0,0,42,0,0,0,1,0,0,0,0,0,State-New York,Together,Unknown,
1266,163841,0,1,52,1,0,0,0,0,0,0,1,0,State-Florida,Divorced,Master,
2176,163841,0,1,52,1,0,0,0,0,0,0,1,0,State-Other,Divorced,Master,
2374,163841,0,1,52,1,0,0,0,0,0,0,1,0,State-Other,Divorced,Master,
1357,163810,0,1,54,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
2398,163810,0,1,54,0,0,1,0,0,0,1,0,0,State-Other,Single,Graduate,
3194,163777,1,1,41,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
1190,163693,0,1,42,1,0,0,0,0,0,1,0,0,State-New York,Divorced,Graduate,
1964,163693,0,1,42,1,0,0,0,0,0,1,0,0,State-New York,Divorced,Graduate,
2981,163684,0,1,50,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
1730,163564,0,0,66,0,1,0,0,0,0,0,0,0,State-New York,Married,Unknown,
3116,163516,1,1,47,0,0,0,1,0,0,0,0,1,State-New York,Together,PhD,
2773,163404,0,2,56,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
1371,163381,0,1,60,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
1623,163381,0,1,60,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
1243,163342,0,1,59,0,0,0,1,0,0,0,0,1,State-Illinois,Together,PhD,
2725,163342,0,1,59,0,0,0,1,0,0,0,0,1,State-Illinois,Together,PhD,
2125,163285,0,0,75,0,0,0,0,1,0,1,0,0,State-Illinois,Widowed,Graduate,
2641,163246,0,2,53,0,1,0,0,0,0,0,0,1,State-Illinois,Married,PhD,
2921,163211,0,0,38,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
2788,163207,0,0,28,0,0,0,1,0,0,1,0,0,State-Other,Together,Graduate,
2481,163206,0,0,46,0,1,0,0,0,0,0,1,0,State-Texas,Married,Master,
2784,163159,0,0,46,0,0,1,0,0,0,0,0,1,State-Florida,Single,PhD,
1621,163120,0,1,70,1,0,0,0,0,0,0,1,0,State-Illinois,Divorced,Master,
1012,163033,0,0,61,1,0,0,0,0,0,1,0,0,State-Other,Divorced,Graduate,
1121,162998,0,1,68,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
3129,162994,1,0,40,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
1125,162981,0,0,53,0,0,0,1,0,0,0,0,1,State-Texas,Together,PhD,
2237,162972,0,1,65,0,1,0,0,0,0,0,0,0,State-California,Married,Unknown,
2813,162972,0,1,65,0,1,0,0,0,0,0,0,0,State-California,Married,Unknown,
2735,162905,0,1,56,0,1,0,0,0,0,0,0,0,State-California,Married,Unknown,
1720,162882,0,1,51,0,0,0,1,0,0,1,0,0,State-Other,Together,Graduate,
3214,162868,0,0,34,0,0,1,0,0,0,1,0,0,State-Other,Single,Graduate,
1625,162859,0,1,61,1,0,0,0,0,0,0,0,1,State-California,Divorced,PhD,
1771,162847,0,0,75,0,0,0,1,0,0,0,1,0,State-Illinois,Together,Master,
2041,162845,1,1,71,0,1,0,0,0,0,0,1,0,State-Illinois,Married,Master,
2322,162845,1,1,71,0,1,0,0,0,0,0,1,0,State-Florida,Married,Master,
1896,162820,0,0,66,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
2880,162820,0,0,66,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
1585,162807,0,1,60,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
2457,162807,0,1,60,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
2858,162772,0,1,51,0,0,1,0,0,0,0,1,0,State-New York,Single,Master,
1222,162745,0,1,55,0,1,0,0,0,0,0,0,1,State-Other,Married,PhD,
2146,162710,0,1,48,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
2904,162694,1,1,55,0,1,0,0,0,0,0,1,0,State-Florida,Married,Master,
2632,162670,0,1,66,0,1,0,0,0,0,0,0,1,State-Other,Married,PhD,
3106,162637,0,1,66,1,0,0,0,0,0,0,1,0,State-Other,Divorced,Master,
2795,162568,0,1,58,0,0,0,1,0,0,1,0,0,State-California,Together,Graduate,
1155,162551,0,0,67,1,0,0,0,0,0,1,0,0,State-Texas,Divorced,Graduate,
2771,162535,0,1,65,0,0,1,0,0,0,1,0,0,State-California,Single,Graduate,
1006,162513,0,1,53,0,0,0,1,0,0,0,1,0,State-Other,Together,Master,
1459,162503,0,1,64,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
1375,162499,1,0,41,0,0,0,1,0,0,0,1,0,State-Illinois,Together,Master,
1547,162466,0,1,50,0,1,0,0,0,0,0,0,0,State-California,Married,Unknown,
1615,162466,0,1,50,0,1,0,0,0,0,0,0,0,State-Illinois,Married,Unknown,
1852,162450,0,1,61,0,0,1,0,0,0,1,0,0,State-Other,Single,Graduate,
2670,162335,0,1,68,1,0,0,0,0,0,1,0,0,State-Florida,Divorced,Graduate,
2174,162307,0,1,68,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
1737,162220,0,1,48,0,0,0,1,0,0,0,0,1,State-Texas,Together,PhD,
1320,162204,0,2,60,1,0,0,0,0,0,1,0,0,State-Florida,Divorced,Graduate,
1310,162187,0,0,63,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
1345,162187,0,1,51,0,0,0,0,1,0,0,0,1,State-Illinois,Widowed,PhD,
2337,162159,0,0,74,0,0,1,0,0,0,0,0,1,State-Texas,Single,PhD,
2328,162061,0,1,44,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
1750,162058,0,1,64,0,1,0,0,0,0,0,1,0,State-Other,Married,Master,
1462,162010,0,1,48,0,1,0,0,0,0,0,0,1,State-Other,Married,PhD,
2168,162000,0,1,68,0,0,1,0,0,0,0,0,1,State-New York,Single,PhD,
1559,161996,0,1,43,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
1676,161923,0,2,59,0,1,0,0,0,0,0,1,0,State-New York,Married,Master,
2905,161917,1,1,46,0,1,0,0,0,0,0,0,1,State-Illinois,Married,PhD,
1259,161905,0,1,45,0,0,0,1,0,0,0,0,1,State-California,Together,PhD,
1781,161872,0,1,50,0,1,0,0,0,0,0,1,0,State-California,Married,Master,
1512,161839,0,0,56,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
2076,161825,0,1,41,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
2837,161825,0,1,41,0,0,1,0,0,0,1,0,0,State-California,Single,Graduate,
1058,161823,0,1,68,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
2929,161798,0,0,56,0,0,1,0,0,0,0,0,1,State-Illinois,Single,PhD,
1571,161794,0,1,59,0,1,0,0,0,0,0,1,0,State-California,Married,Master,
2666,161787,0,0,33,1,0,0,0,0,0,0,1,0,State-New York,Divorced,Master,
3213,161757,0,0,50,0,0,1,0,0,0,0,1,0,State-Texas,Single,Master,
2868,161671,0,1,52,1,0,0,0,0,0,1,0,0,State-Florida,Divorced,Graduate,
1827,161618,0,0,29,0,0,1,0,0,0,0,0,0,State-Texas,Single,Unknown,
2197,161559,0,1,55,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
2563,161482,0,0,55,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
1587,161467,0,2,72,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
1454,161456,0,1,45,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
3014,161416,0,0,38,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
1855,161346,1,0,42,0,0,0,1,0,0,0,1,0,State-Illinois,Together,Master,
1122,161331,1,1,62,0,0,1,0,0,0,0,1,0,State-Florida,Single,Master,
1413,161314,0,1,52,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
1176,161286,0,1,54,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
3095,161286,0,1,54,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
2207,161284,0,0,65,0,0,1,0,0,0,0,0,1,State-California,Single,PhD,
1638,161278,0,1,67,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
1493,161250,0,1,61,1,0,0,0,0,0,1,0,0,State-California,Divorced,Graduate,
3201,161223,0,1,53,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
1672,161209,0,0,50,0,0,1,0,0,0,1,0,0,State-Other,Single,Graduate,
2021,161180,0,1,61,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
1231,161074,0,1,62,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2675,161064,0,1,44,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
3174,161014,0,1,40,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
1144,161010,0,1,68,0,0,0,1,0,0,0,0,1,State-Other,Together,PhD,
3140,160934,0,1,45,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
3010,160905,0,1,70,0,0,0,1,0,0,1,0,0,State-Other,Together,Graduate,
3128,160896,0,1,56,0,1,0,0,0,0,0,0,1,State-New York,Married,PhD,
2285,160894,0,1,54,0,0,0,1,0,0,1,0,0,State-California,Together,Graduate,
2763,160839,1,1,41,0,0,0,1,0,0,0,0,0,State-Texas,Together,Unknown,
1263,160714,0,0,64,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
3012,160689,0,1,69,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
3212,160646,1,0,36,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
1068,160631,1,1,45,0,1,0,0,0,0,0,0,1,State-Florida,Married,PhD,
1444,160597,0,1,56,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
2466,160585,1,1,49,0,1,0,0,0,0,0,0,1,State-Florida,Married,PhD,
1920,160554,1,0,45,1,0,0,0,0,0,0,0,1,State-Florida,Divorced,PhD,
2376,160544,1,1,59,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
2412,160544,1,1,59,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
1536,160504,0,1,49,0,0,1,0,0,0,0,0,1,State-Florida,Single,PhD,
2881,160491,0,1,49,0,1,0,0,0,0,0,0,1,State-Illinois,Married,PhD,
2555,160482,0,1,44,0,0,1,0,0,0,0,1,0,State-California,Single,Master,
1836,160474,0,1,41,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
2456,160474,0,1,41,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
2584,160432,0,1,47,0,1,0,0,0,0,0,1,0,State-Other,Married,Master,
2691,160230,0,1,64,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
2840,160208,1,1,47,0,0,0,0,1,0,1,0,0,State-New York,Widowed,Graduate,
2848,160200,0,1,72,0,0,1,0,0,0,0,0,1,State-Other,Single,PhD,
1147,160199,1,2,42,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
1778,160161,0,1,55,1,0,0,0,0,0,0,0,0,State-New York,Divorced,Unknown,
1495,160152,0,1,41,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
1471,160093,0,1,46,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2276,160033,0,1,66,0,0,0,1,0,0,0,1,0,State-New York,Together,Master,
1338,160000,0,1,44,0,0,1,0,0,0,0,0,1,State-Florida,Single,PhD,
1578,159973,0,0,48,0,1,0,0,0,0,0,0,1,State-Florida,Married,PhD,
2053,159925,0,1,65,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
2453,159892,0,1,50,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
2289,159868,0,1,48,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
2611,159821,0,1,65,0,1,0,0,0,0,0,0,1,State-Illinois,Married,PhD,
1135,159809,0,2,44,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
1937,159754,0,1,55,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
3127,159686,0,1,55,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
1789,159666,1,1,48,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2344,159601,0,1,43,1,0,0,0,0,0,0,0,0,State-Other,Divorced,Unknown,
2143,159594,0,1,55,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
3211,159535,2,0,48,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2737,159481,0,1,45,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
3033,159462,0,1,70,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
1479,159432,0,1,58,1,0,0,0,0,0,0,1,0,State-Texas,Divorced,Master,
1996,159412,0,0,69,0,1,0,0,0,0,0,1,0,State-Other,Married,Master,
2777,159385,1,1,69,0,0,0,1,0,0,0,1,0,State-California,Together,Master,
1013,159354,1,1,68,1,0,0,0,0,0,0,1,0,State-California,Divorced,Master,
1140,159354,0,2,67,0,1,0,0,0,0,0,1,0,State-Florida,Married,Master,
1652,159304,0,1,56,0,1,0,0,0,0,0,0,1,State-New York,Married,PhD,
1327,159292,0,1,70,0,0,0,1,0,0,0,0,1,State-Illinois,Together,PhD,
2874,159292,0,1,70,0,0,0,1,0,0,0,0,1,State-Florida,Together,PhD,
1653,159247,0,2,58,0,0,1,0,0,0,0,1,0,State-Texas,Single,Master,
2515,159235,1,0,53,0,0,1,0,0,0,0,1,0,State-Illinois,Single,Master,
2180,159184,0,1,59,0,0,0,0,1,0,0,0,0,State-New York,Widowed,Unknown,
1702,159111,0,0,66,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
2222,159062,2,1,53,0,1,0,0,0,0,0,0,1,State-New York,Married,PhD,
2294,159060,1,0,31,0,1,0,0,0,0,0,0,0,State-New York,Married,Unknown,
1954,159052,0,1,61,1,0,0,0,0,0,0,0,0,State-Other,Divorced,Unknown,
1939,159041,1,1,47,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
1885,158917,1,2,51,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
1288,158821,0,1,64,0,0,0,1,0,0,0,0,0,State-Other,Together,Unknown,
1699,158710,0,1,50,1,0,0,0,0,0,1,0,0,State-Illinois,Divorced,Graduate,
3103,158692,0,1,55,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2623,158684,0,0,39,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
2681,158656,0,1,64,0,0,0,1,0,0,0,1,0,State-California,Together,Master,
2958,158646,0,1,58,0,1,0,0,0,0,0,1,0,State-Florida,Married,Master,
3075,158646,0,1,58,0,1,0,0,0,0,0,1,0,State-Texas,Married,Master,
1022,158607,0,1,71,0,1,0,0,0,0,0,0,1,State-New York,Married,PhD,
2501,158597,1,1,44,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
2791,158582,0,1,38,0,0,0,1,0,0,0,0,0,State-Illinois,Together,Unknown,
2340,158554,1,1,52,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
3193,158554,1,1,52,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
1738,158512,0,1,56,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
2622,158494,0,1,46,0,1,0,0,0,0,0,1,0,State-Florida,Married,Master,
3126,158482,0,1,65,0,1,0,0,0,0,0,0,1,State-Florida,Married,PhD,
3210,158424,0,1,58,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
2173,158401,0,1,60,1,0,0,0,0,0,1,0,0,State-Illinois,Divorced,Graduate,
1694,158398,0,0,67,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
2663,158350,0,1,49,0,0,1,0,0,0,1,0,0,State-California,Single,Graduate,
1644,158330,0,1,45,0,0,0,0,1,0,1,0,0,State-Florida,Widowed,Graduate,
1733,158330,0,1,45,0,0,0,0,1,0,1,0,0,State-California,Widowed,Graduate,
1477,158308,0,1,56,0,0,1,0,0,0,0,1,0,State-Illinois,Single,Master,
1005,158293,1,0,39,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
3079,158275,1,1,65,0,0,0,0,1,0,1,0,0,State-Illinois,Widowed,Graduate,
2831,158217,2,1,69,0,0,1,0,0,0,0,1,0,State-California,Single,Master,
1001,158138,0,0,63,0,0,1,0,0,0,1,0,0,State-California,Single,Graduate,
2964,158116,0,1,64,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
2182,158113,0,1,61,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
2719,158086,0,1,51,1,0,0,0,0,0,0,0,1,State-Illinois,Divorced,PhD,
3188,158025,0,1,41,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
3195,157967,0,1,58,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
1434,157959,0,1,65,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
2437,157957,0,1,61,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
1516,157954,1,1,43,0,0,0,1,0,0,0,1,0,State-Other,Together,Master,
1927,157937,0,1,38,0,1,0,0,0,0,0,0,0,State-Illinois,Married,Unknown,
1286,157912,0,1,55,1,0,0,0,0,0,0,0,1,State-New York,Divorced,PhD,
1846,157906,0,1,47,0,0,0,1,0,0,0,0,1,State-Other,Together,PhD,
2469,157867,1,0,42,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
2278,157811,0,1,54,0,0,0,1,0,0,1,0,0,State-Other,Together,Graduate,
2129,157744,0,1,66,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
3169,157731,0,1,51,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
2823,157705,0,1,54,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
3192,157642,0,1,50,0,0,1,0,0,0,0,0,1,State-Florida,Single,PhD,
2391,157537,1,0,41,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
2526,157530,0,1,69,1,0,0,0,0,0,0,1,0,State-Florida,Divorced,Master,
2131,157513,0,0,77,0,0,0,0,1,0,0,0,1,State-Illinois,Widowed,PhD,
2358,157420,0,1,49,0,0,0,1,0,0,0,1,0,State-Florida,Together,Master,
2350,157338,0,1,45,0,0,1,0,0,0,1,0,0,State-Other,Single,Graduate,
2814,157333,0,1,66,1,0,0,0,0,0,0,0,1,State-Florida,Divorced,PhD,
3209,157313,1,1.5,41,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
2140,157304,0,1,69,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
1104,157288,0,1,57,0,0,0,1,0,0,0,1,0,State-Florida,Together,Master,
1522,157247,0,1,68,0,0,0,1,0,0,0,0,0,State-Other,Together,Unknown,
2075,157236,1,1,55,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
2254,157183,1,1,54,0,1,0,0,0,0,0,1,0,State-Other,Married,Master,
2624,157136,0,0,53,1,0,0,0,0,0,1,0,0,State-New York,Divorced,Graduate,
2482,157136,1,1,48,0,1,0,0,0,0,0,1,0,State-Other,Married,Master,
2961,157113,1,1,42,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
2890,157107,0,1,52,0,0,1,0,0,0,1,0,0,State-Other,Single,Graduate,
1884,157100,0,0,47,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
2593,157100,1,0,33,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
1803,157091,0,0,59,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
2267,157091,0,1,48,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
2455,157072,0,1,59,0,1,0,0,0,0,0,0,1,State-Illinois,Married,PhD,
2384,157045,0,1,70,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2506,157036,0,1,45,0,1,0,0,0,0,0,0,0,State-Other,Married,Unknown,
3203,156981,0,0,39,1,0,0,0,0,0,1,0,0,State-California,Divorced,Graduate,
1709,156962,2,1,55,0,1,0,0,0,0,0,1,0,State-California,Married,Master,
1958,156962,2,1,55,0,1,0,0,0,0,0,1,0,State-New York,Married,Master,
